clade_name	clade_taxid	PD_1P_profile	PD_2P_profile	PD_3P_profile	PD_4P_profile	PD_5P_profile	PD_6P_profile	PD_7P_profile	PD_8P_profile	PD_9P_profile	PD_10P_profile	PD_11P_profile	PD_12P_profile	PD_13P_profile	PD_14P_profile	PD_15P_profile	PD_16P_profile	PD_25P_profile	PD_26P_profile	PD_27P_profile	PD_28P_profile	PD_29P_profile	PD_30P_profile	PD_31P_profile	PD_32P_profile	PD_33P_profile	PD_34P_profile	PD_35P_profile	PD_36P_profile	PD_38P_profile	PD_39P_profile	PD_40P_profile	PD_41P_profile	PD_42P_profile	PD_43P_profile	PD_44P_profile	PD_45P_profile	PD_46P_profile	PD_47P_profile	PD_48P_profile	PD_50P_profile	PD_51P_profile	PD_52P_profile	PD_53P_profile	PD_54P_profile	PD_55P_profile	PD_56P_profile	PD_57P_profile	PD_58P_profile	PD_59P_profile	PD_60P_profile	PD_63P_profile	PD_64P_profile	PD_65P_profile	PD_66P_profile	PD_70P_profile	PD_73P_profile	PD_74P_profile	PD_75P_profile	PD_76P_profile	PD_77P_profile	PD_78P_profile	PD_79S_profile	PD_81P_profile	PD_82P_profile	PD_83P_profile	PD_84P_profile	PD_100P_profile	PD_104P_profile	PD_105P_profile	PD_107P_profile	PD_108S_profile	PD_109S_profile	PD_110S_profile	PD_111P_profile	PD_112S_profile	PD_113P_profile	PD_114P_profile	PD_115S_profile	PD_116P_profile	PD_117_profile	PD_118_profile	PD_119P_profile	PD_120S_profile	PD_121S_profile	PD_122S_profile	PD_123P_profile	PD_126P_profile	PD_127S_profile	PD_128S_profile	PD_129P_profile	PD_130S_profile	PD_131P_profile	PD_134S_profile	PD_137P_profile	PD_138S_profile	PD_140S_profile	PD_141P_profile	PD_142S_profile	PD_145P_profile	PD_146S_profile	PD_147_profile	PD_148P_profile	PD_149S_profile	PD_150P_profile	PD_151S_profile	PD_152P_profile	PD_153S_profile	PD_156P_profile	PD_157S_profile	PD_158P_profile	PD_159S_profile	PD_160P_profile	PD_161S_profile	PD_162P_profile	PD_163S_profile	PD_164P_profile	PD_165S_profile	PD_166_profile	PD_167P_profile	PD_169P_profile	PD_170S_profile	PD_171P_profile	PD_172S_profile	PD_173P_profile	PD_174S_profile	PD_175P_profile	PD_176S_profile	PD_177P_profile	PD_178S_profile	PD_179P_profile	PD_180S_profile	PD_181P_profile	PD_182S_profile	PD_183P_profile	PD_184S_profile	PD_188S_profile	PD_189P_profile	PD_190S_profile	PD_191P_profile	PD_192S_profile	PD_193P_profile	PD_194S_profile	PD_195_profile	PD_196_profile	PD_197_profile	PD_198_profile	PD_199P_profile	PD_200S_profile	PD_203_profile	PD_204_profile	PD_205P_profile	PD_206S_profile	PD_207P_profile	PD_208S_profile	PD_209P_profile	PD_210S_profile	PD_211P_profile	PD_212S_profile	PD_213S_profile	PD_214S_profile	PD_215S_profile	PD_216S_profile	PD_217P_profile	PD_218S_profile	PD_221P_profile	PD_222S_profile	PD_223P_profile	PD_224S_profile	PD_225P_profile	PD_226S_profile	PD_227P_profile	PD_228S_profile	PD_229P_profile	PD_230S_profile	PD_231P_profile	PD_232S_profile
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter	2|1239|526524|526525|128827|1935200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter_massiliensis	2|1239|526524|526525|128827|1935200|1871030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter_massiliensis|t__SGB29307	2|1239|526524|526525|128827|1935200|1871030|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Traorella	2|1239|526524|526525|128827|1929045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Traorella|s__Traorella_massiliensis	2|1239|526524|526525|128827|1929045|1903263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Traorella|s__Traorella_massiliensis|t__SGB28999	2|1239|526524|526525|128827|1929045|1903263|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	2|1239|526524|526525|2810281	0	15558	0	0	0	5734	8137	0	0	5735	0	6957	16525	17575	0	0	0	0	0	0	15272	0	14044	0	0	0	6723	0	0	13379	0	0	0	0	12494	0	6833	0	0	0	0	0	14534	18894	0	16249	0	5733	0	20394	6325	0	15595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14279	0	0	0	0	0	0	0	0	0	12842	0	0	0	6701	0	11070	5816	0	7429	0	0	0	0	0	0	0	0	0	0	0	6796	0	0	13776	0	0	0	0	6811	0	0	6185	7583	0	0	0	0	26662	0	0	0	0	0	0	20022	0	5695	0	0	6517	0	0	0	0	0	0	0	0	6011	0	0	0	7771	8768	0	10793	0	0	0	23484	6839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	6376	0	0	6032	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter	2|1239|526524|526525|2810281|191303	0	15558	0	0	0	5734	8137	0	0	5735	0	6957	16525	17575	0	0	0	0	0	0	15272	0	14044	0	0	0	6723	0	0	13379	0	0	0	0	12494	0	6833	0	0	0	0	0	14534	18894	0	16249	0	5733	0	20394	6325	0	15595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14279	0	0	0	0	0	0	0	0	0	12842	0	0	0	6701	0	11070	5816	0	7429	0	0	0	0	0	0	0	0	0	0	0	6796	0	0	13776	0	0	0	0	6811	0	0	6185	7583	0	0	0	0	26662	0	0	0	0	0	0	20022	0	5695	0	0	6517	0	0	0	0	0	0	0	0	6011	0	0	0	7771	8768	0	10793	0	0	0	23484	6839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	6376	0	0	6032	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis	2|1239|526524|526525|2810281|191303|2735723	0	8436	0	0	0	5734	8137	0	0	5735	0	6957	0	11031	0	0	0	0	0	0	7115	0	7117	0	0	0	0	0	0	13379	0	0	0	0	6389	0	6833	0	0	0	0	0	6995	10327	0	9618	0	0	0	6010	0	0	5996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6654	0	0	0	0	0	0	0	0	0	6288	0	0	0	6701	0	11070	5816	0	7429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6811	0	0	6185	7583	0	0	0	0	20437	0	0	0	0	0	0	7531	0	0	0	0	6517	0	0	0	0	0	0	0	0	6011	0	0	0	7771	0	0	0	0	0	0	12376	6839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	6376	0	0	6032	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis|t__SGB6847	2|1239|526524|526525|2810281|191303|2735723|	0	8436	0	0	0	5734	8137	0	0	5735	0	6957	0	11031	0	0	0	0	0	0	7115	0	7117	0	0	0	0	0	0	13379	0	0	0	0	6389	0	6833	0	0	0	0	0	6995	10327	0	9618	0	0	0	6010	0	0	5996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6654	0	0	0	0	0	0	0	0	0	6288	0	0	0	6701	0	11070	5816	0	7429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6811	0	0	6185	7583	0	0	0	0	20437	0	0	0	0	0	0	7531	0	0	0	0	6517	0	0	0	0	0	0	0	0	6011	0	0	0	7771	0	0	0	0	0	0	12376	6839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	6376	0	0	6032	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis	2|1239|526524|526525|2810281|191303|154288	0	7122	0	0	0	0	0	0	0	0	0	0	16525	6544	0	0	0	0	0	0	8157	0	6927	0	0	0	6723	0	0	0	0	0	0	0	6105	0	0	0	0	0	0	0	7539	8567	0	6631	0	5733	0	14384	6325	0	6209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7625	0	0	0	0	0	0	0	0	0	6554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6796	0	0	13776	0	0	0	0	0	0	0	0	0	0	0	0	0	6225	0	0	0	0	0	0	12491	0	5695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8768	0	10793	0	0	0	11108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis|t__SGB6846	2|1239|526524|526525|2810281|191303|154288|	0	7122	0	0	0	0	0	0	0	0	0	0	16525	6544	0	0	0	0	0	0	8157	0	6927	0	0	0	6723	0	0	0	0	0	0	0	6105	0	0	0	0	0	0	0	7539	8567	0	6631	0	5733	0	14384	6325	0	6209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7625	0	0	0	0	0	0	0	0	0	6554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6796	0	0	13776	0	0	0	0	0	0	0	0	0	0	0	0	0	6225	0	0	0	0	0	0	12491	0	5695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8768	0	10793	0	0	0	11108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TJ11	2|1239|526524|526525|2810281|191303|2806443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TJ11|t__SGB71037	2|1239|526524|526525|2810281|191303|2806443|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	9516	12968	128719	10123	26268	32842	0	10030	4541	25449	29988	40031	4085	38696	9051	12904	0	0	34845	7986	15497	13742	50357	8526	51310	0	24835	0	11238	6277	0	62662	15453	8556	5153	10888	40177	39054	10541	3688	11822	70765	12747	25884	183929	4059	435111	29230	0	21069	29429	11981	5848	23813	16670	9212	10744	8041	95428	31715	8156	13139	0	24500	0	5063	20109	17401	12180	0	9679	17536	21412	21540	0	81702	15811	2748	6263	7262	16843	71902	44446	54343	9072	9799	0	0	125522	0	40269	27437	8555	19160	17806	41035	45873	26002	23798	20896	13868	39257	22403	9524	11864	6071	7080	25446	30987	13971	3611	267660	0	19841	19965	9868	5033	23229	12423	31548	22006	10333	10723	28674	21355	16683	8142	61356	41610	62661	9847	12003	0	30883	10793	28176	4720	25238	0	0	263678	7626	108523	41173	52714	132956	0	54151	12795	25649	145366	23885	5139	35973	9534	29227	0	0	8812	23878	21683	0	0	0	45432	21576	61559	18482	56173	19339	35076	29694	65822	168692	35066	21309
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	9516	12968	14172	10123	26268	0	0	6509	4541	0	0	0	0	0	9051	7847	0	0	22980	7986	11627	13742	20743	0	47223	0	4121	0	11238	6277	0	25042	9878	0	5153	10888	40177	0	10541	0	11822	0	12747	5120	15664	4059	4030	20664	0	0	0	7070	5848	4397	0	9212	0	8041	0	31715	4925	0	0	0	0	5063	20109	17401	5766	0	9679	6472	0	0	0	18989	0	0	6263	7262	0	52928	24114	54343	0	0	0	0	0	0	17246	0	0	0	0	0	45873	0	23798	20896	9523	39257	22403	9524	11864	0	7080	0	0	13971	0	220324	0	14549	19965	9868	5033	0	12423	27934	22006	10333	10723	9463	12439	0	8142	14944	0	14753	9847	0	0	0	10793	28176	4720	25238	0	0	27567	7626	65555	41173	15245	30115	0	54151	0	0	64388	18627	5139	0	9534	29227	0	0	8812	23878	0	0	0	0	5132	21576	0	0	0	0	35076	29694	0	23451	35066	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	9516	12968	14172	10123	26268	0	0	6509	4541	0	0	0	0	0	9051	7847	0	0	22980	7986	11627	13742	20743	0	47223	0	4121	0	11238	6277	0	25042	9878	0	5153	10888	40177	0	10541	0	11822	0	12747	5120	15664	4059	4030	20664	0	0	0	7070	5848	4397	0	9212	0	8041	0	31715	4925	0	0	0	0	5063	20109	17401	5766	0	9679	6472	0	0	0	18989	0	0	6263	7262	0	52928	24114	54343	0	0	0	0	0	0	17246	0	0	0	0	0	45873	0	23798	20896	9523	39257	22403	9524	11864	0	7080	0	0	13971	0	220324	0	14549	19965	9868	5033	0	12423	27934	22006	10333	10723	9463	12439	0	8142	14944	0	14753	9847	0	0	0	10793	28176	4720	25238	0	0	27567	7626	65555	41173	15245	30115	0	54151	0	0	64388	18627	5139	0	9534	29227	0	0	8812	23878	0	0	0	0	5132	21576	0	0	0	0	35076	29694	0	23451	35066	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	2|1239|909932|1843488|909930|904	0	8071	14172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4469	4717	0	0	0	0	0	0	0	0	0	0	21736	0	0	0	0	35220	0	0	0	0	0	0	0	15664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18989	0	0	0	0	0	44718	16718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7066	0	0	0	0	0	0	0	0	0	220324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62095	0	9841	13257	0	0	0	0	39893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10987	16453	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans	2|1239|909932|1843488|909930|904|905	0	8071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans|t__SGB5743	2|1239|909932|1843488|909930|904|905|	0	8071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	2|1239|909932|1843488|909930|904|187327	0	0	14172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4469	4717	0	0	0	0	0	0	0	0	0	0	21736	0	0	0	0	35220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18989	0	0	0	0	0	44718	16718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7066	0	0	0	0	0	0	0	0	0	220324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62095	0	9841	13257	0	0	0	0	39893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10987	16453	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__SGB5736	2|1239|909932|1843488|909930|904|187327|	0	0	14172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4469	4717	0	0	0	0	0	0	0	0	0	0	21736	0	0	0	0	35220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18989	0	0	0	0	0	44718	16718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7066	0	0	0	0	0	0	0	0	0	220324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62095	0	9841	13257	0	0	0	0	39893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10987	16453	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_timonensis	2|1239|909932|1843488|909930|904|1871002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_timonensis|t__SGB5741	2|1239|909932|1843488|909930|904|1871002|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB4239	2|1239|909932|1843488|909930|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45873	0	0	0	0	0	0	9524	11864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB4239|s__GGB4239_SGB5731	2|1239|909932|1843488|909930||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45873	0	0	0	0	0	0	9524	11864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
