clade_name	clade_taxid	PD_1P_profile	PD_2P_profile	PD_3P_profile	PD_4P_profile	PD_5P_profile	PD_6P_profile	PD_7P_profile	PD_8P_profile	PD_9P_profile	PD_10P_profile	PD_11P_profile	PD_12P_profile	PD_13P_profile	PD_14P_profile	PD_15P_profile	PD_16P_profile	PD_25P_profile	PD_26P_profile	PD_27P_profile	PD_28P_profile	PD_29P_profile	PD_30P_profile	PD_31P_profile	PD_32P_profile	PD_33P_profile	PD_34P_profile	PD_35P_profile	PD_36P_profile	PD_38P_profile	PD_39P_profile	PD_40P_profile	PD_41P_profile	PD_42P_profile	PD_43P_profile	PD_44P_profile	PD_45P_profile	PD_46P_profile	PD_47P_profile	PD_48P_profile	PD_50P_profile	PD_51P_profile	PD_52P_profile	PD_53P_profile	PD_54P_profile	PD_55P_profile	PD_56P_profile	PD_57P_profile	PD_58P_profile	PD_59P_profile	PD_60P_profile	PD_63P_profile	PD_64P_profile	PD_65P_profile	PD_66P_profile	PD_70P_profile	PD_73P_profile	PD_74P_profile	PD_75P_profile	PD_76P_profile	PD_77P_profile	PD_78P_profile	PD_79S_profile	PD_81P_profile	PD_82P_profile	PD_83P_profile	PD_84P_profile	PD_100P_profile	PD_104P_profile	PD_105P_profile	PD_107P_profile	PD_108S_profile	PD_109S_profile	PD_110S_profile	PD_111P_profile	PD_112S_profile	PD_113P_profile	PD_114P_profile	PD_115S_profile	PD_116P_profile	PD_117_profile	PD_118_profile	PD_119P_profile	PD_120S_profile	PD_121S_profile	PD_122S_profile	PD_123P_profile	PD_126P_profile	PD_127S_profile	PD_128S_profile	PD_129P_profile	PD_130S_profile	PD_131P_profile	PD_134S_profile	PD_137P_profile	PD_138S_profile	PD_140S_profile	PD_141P_profile	PD_142S_profile	PD_145P_profile	PD_146S_profile	PD_147_profile	PD_148P_profile	PD_149S_profile	PD_150P_profile	PD_151S_profile	PD_152P_profile	PD_153S_profile	PD_156P_profile	PD_157S_profile	PD_158P_profile	PD_159S_profile	PD_160P_profile	PD_161S_profile	PD_162P_profile	PD_163S_profile	PD_164P_profile	PD_165S_profile	PD_166_profile	PD_167P_profile	PD_169P_profile	PD_170S_profile	PD_171P_profile	PD_172S_profile	PD_173P_profile	PD_174S_profile	PD_175P_profile	PD_176S_profile	PD_177P_profile	PD_178S_profile	PD_179P_profile	PD_180S_profile	PD_181P_profile	PD_182S_profile	PD_183P_profile	PD_184S_profile	PD_188S_profile	PD_189P_profile	PD_190S_profile	PD_191P_profile	PD_192S_profile	PD_193P_profile	PD_194S_profile	PD_195_profile	PD_196_profile	PD_197_profile	PD_198_profile	PD_199P_profile	PD_200S_profile	PD_203_profile	PD_204_profile	PD_205P_profile	PD_206S_profile	PD_207P_profile	PD_208S_profile	PD_209P_profile	PD_210S_profile	PD_211P_profile	PD_212S_profile	PD_213S_profile	PD_214S_profile	PD_215S_profile	PD_216S_profile	PD_217P_profile	PD_218S_profile	PD_221P_profile	PD_222S_profile	PD_223P_profile	PD_224S_profile	PD_225P_profile	PD_226S_profile	PD_227P_profile	PD_228S_profile	PD_229P_profile	PD_230S_profile	PD_231P_profile	PD_232S_profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Luoshenia	2|1239|186801|3082768|990719|2944144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02527	0	0	0	0	0	0	0.002098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Luoshenia|s__Luoshenia_tenuis	2|1239|186801|3082768|990719|2944144|2763654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02527	0	0	0	0	0	0	0.002098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Luoshenia|s__Luoshenia_tenuis|t__SGB7265	2|1239|186801|3082768|990719|2944144|2763654|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02527	0	0	0	0	0	0	0.002098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28669	0	0	0.02802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07697	0	0.056174	0	0	0	0	0.03823	0	0.320898	0	0	0	0.174624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004563	0	0	0.09143	0	0.007012	0	0	0	0	0	0.001726	0	0.060132	0	0	0	0	0	0	0	0	0	0	0	0	0.129082	0.086158	0	0	0	0	0.062695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026408	0.00779	0	0	0	0	0	0	0	0	0.127968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041496	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	2|1239|186801||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28669	0	0	0.02802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07697	0	0.056174	0	0	0	0	0.03823	0	0.320898	0	0	0	0.174624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004563	0	0	0.09143	0	0.007012	0	0	0	0	0	0.001726	0	0.060132	0	0	0	0	0	0	0	0	0	0	0	0	0.129082	0.086158	0	0	0	0	0.062695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026408	0.00779	0	0	0	0	0	0	0	0	0.127968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041496	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	2|1239|186801|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28669	0	0	0.02802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07697	0	0.056174	0	0	0	0	0	0	0.320898	0	0	0	0.174624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004563	0	0	0.09143	0	0	0	0	0	0	0	0.001726	0	0.060132	0	0	0	0	0	0	0	0	0	0	0	0	0.129082	0.086158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026408	0.00779	0	0	0	0	0	0	0	0	0.127968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041496	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium_UC5_1_1E11	2|1239|186801||||1697793	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28669	0	0	0.02802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07697	0	0.056174	0	0	0	0	0	0	0.320898	0	0	0	0.174624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004563	0	0	0.09143	0	0	0	0	0	0	0	0.001726	0	0.060132	0	0	0	0	0	0	0	0	0	0	0	0	0.129082	0.086158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026408	0.00779	0	0	0	0	0	0	0	0	0.127968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041496	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium_UC5_1_1E11|t__SGB14895	2|1239|186801||||1697793|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28669	0	0	0.02802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07697	0	0.056174	0	0	0	0	0	0	0.320898	0	0	0	0.174624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004563	0	0	0.09143	0	0	0	0	0	0	0	0.001726	0	0.060132	0	0	0	0	0	0	0	0	0	0	0	0	0.129082	0.086158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026408	0.00779	0	0	0	0	0	0	0	0	0.127968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041496	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3567	2|1239|186801|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3567|s__GGB3567_SGB4773	2|1239|186801||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3567|s__GGB3567_SGB4773|t__SGB4773	2|1239|186801|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB55957	2|1239|186801|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB55957|s__GGB55957_SGB77276	2|1239|186801||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB55957|s__GGB55957_SGB77276|t__SGB77276	2|1239|186801|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	18.313016	28.32697	27.280945	22.89049	26.134282	34.25959	3.715429	21.1673	9.863001	25.19386	25.915687	40.70203	18.779967	28.71198	24.905014	25.219252	35.48338	0	25.587252	21.25167	21.36574	27.69387	10.63711	29.28485	41.222295	18.327189	21.630132	0	12.278948	17.91323	10.332595	21.26198	5.887878	34.59683	24.306837	38.49521	16.8861	23.425955	28.419927	27.84267	23.62878	37.76736	26.60545	19.883104	13.985448	36.151667	11.924111	14.179029	34.55765	22.00783	28.856194	24.87415	24.99973	25.668428	20.788263	30.77417	10.324494	27.51796	4.994186	23.40006	27.95964	25.984061	0	35.05734	15.872078	21.6218	13.029513	34.773686	9.454325	0	21.764197	27.257961	26.114233	27.842798	0	5.845062	18.005954	30.548256	34.016789	14.45626	29.312077	20.795815	22.477296	20.88444	32.607109	23.88586	17.6104	29.233431	31.900211	5.91521	20.92211	20.027269	31.835776	31.081997	7.77203	32.247319	10.042719	11.879578	21.543733	37.074619	33.444255	29.107761	29.2807	14.152375	24.465543	31.72934	27.952508	17.764575	22.019053	22.28356	21.816401	14.799308	49.531354	26.18671	28.387237	22.904718	20.615409	29.861596	6.7735	23.528908	28.2179	23.31425	24.97004	24.089632	24.081778	22.040925	23.684165	24.07137	32.015968	18.936326	26.497663	24.838799	0	21.501776	28.799156	30.71491	22.8688	37.85334	0	0	16.533197	26.398	14.405489	25.093802	17.0149	26.01736	0	37.499393	24.01023	23.940684	3.638997	19.340346	12.319112	29.665805	19.254954	19.31603	4.919492	0	32.842211	23.79913	25.625	0	0	0	33.507243	28.888108	24.032776	17.176507	25.299795	26.896985	31.799945	31.14631	11.555041	11.960098	13.678378	29.79605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae	2|1239|186801|186802|3082771	2.924127	0	0.011259	0.01001	1.422959	0	0	0.0508	0.147927	0.03605	0.219464	0.02758	0.680018	0.04229	0.012348	0.019878	1.2268	0	0	0	0.10234	0.79906	0	0.029079	0.004485	0	0	0	0.561755	0.33814	0.383404	0.55853	0.090076	0.10503	0.014322	0.113172	2.470528	0.164671	0.066598	0	0	0.06319	0.501153	0	0	0.423823	0.042135	0	0.34839	0.25468	1.159404	2.5792	1.97764	0.004563	0.990969	0	0.524581	2.05273	0	0.10871	1.26562	0.08246	0	0.056693	0	0	2.235565	0	0	0	0.025141	0	0	0.317031	0	0	0.2054	0	0.028984	0.08303	3.658754	0.001868	0.030875	4.075566	1.173242	0.059484	6.33375	6.771609	0.250714	0.04293	0	0	0	0	0	0.020329	0.238092	0	1.967752	0.388915	0	0.040758	2.947679	0.906711	0.006678	0.2836	0.063154	0	0.026229	0	0	2.011147	0	0.00185	0	0	0.261966	0.002965	0	0.086529	3.70922	0	0	0.9625	0	1.57884	0.997737	0	0.010397	0	3.720431	0.012599	0	0	0	0	0.029454	1.76527	0	0	0	0.16448	1.13222	0.005105	0.0119	0	0	0.352959	1.72177	1.771871	0	0	0.023424	0.877264	0	0	0	0	0	0	0	0	0	0	0.150574	0.02031	0.323912	0	0	0	0.527283	0.21172	0	0	0.144216	0.031557
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter	2|1239|186801|186802|3082771|1918385	0.139584	0	0	0	0	0	0	0	0	0	0.166958	0	0.680018	0.04229	0.012348	0.005031	1.2268	0	0	0	0.10234	0	0	0.029079	0	0	0	0	0	0.33814	0	0.48987	0.041265	0.10503	0.010265	0.090616	2.470528	0	0	0	0	0.04622	0.054282	0	0	0.380895	0	0	0.25376	0.19032	0.56126	0	0.35592	0	0.732601	0	0	0.06502	0	0.10871	0	0.054409	0	0.056693	0	0	2.235565	0	0	0	0	0	0	0.159905	0	0	0.2054	0	0	0	0	0	0	0	0.548394	0.059484	0.470416	4.55489	0.250714	0.04293	0	0	0	0	0	0.01489	0	0	0	0.386943	0	0.024638	2.940542	0.839769	0	0.2836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03077	0	0	0.951455	0	0.673171	0.261003	0	0.010397	0	0	0	0	0	0	0	0	0.10358	0	0	0	0.11086	1.051568	0.002677	0.0119	0	0	0	0.94858	0.965458	0	0	0	0.697564	0	0	0	0	0	0	0	0	0	0	0.063689	0	0.157721	0	0	0	0.003632	0	0	0	0.144216	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_SGB14843	2|1239|186801|186802|3082771|1918385|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098484	0	0	0	0	0	0	0	0	0	0	0	0.17381	0	0	0	0.34744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034363	0	0	0.277008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_SGB14843|t__SGB14843	2|1239|186801|186802|3082771|1918385||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098484	0	0	0	0	0	0	0	0	0	0	0	0.17381	0	0	0	0.34744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034363	0	0	0.277008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_SGB14844	2|1239|186801|186802|3082771|1918385|	0.139584	0	0	0	0	0	0	0	0	0	0.166958	0	0.578039	0.01819	0	0.005031	0.51571	0	0	0	0	0	0	0.029079	0	0	0	0	0	0.33814	0	0.48987	0.041265	0.10503	0.010265	0.003198	2.372044	0	0	0	0	0.04622	0.054282	0	0	0.380895	0	0	0.07116	0.19032	0.56126	0	0.00848	0	0.621544	0	0	0.06502	0	0.10871	0	0.054409	0	0.056693	0	0	2.235565	0	0	0	0	0	0	0.159905	0	0	0	0	0	0	0	0	0	0	0.51403	0.059484	0.334789	0.673848	0	0	0	0	0	0	0	0.01489	0	0	0	0.019451	0	0.024638	2.928289	0.839769	0	0.2836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03077	0	0	0.459262	0	0.09624	0.261003	0	0.010397	0	0	0	0	0	0	0	0	0.10358	0	0	0	0.11086	0.979332	0.002677	0.0119	0	0	0	0.90581	0.965458	0	0	0	0.697564	0	0	0	0	0	0	0	0	0	0	0.063689	0	0.157721	0	0	0	0.003632	0	0	0	0.144216	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_SGB14844|t__SGB14844	2|1239|186801|186802|3082771|1918385||	0.139584	0	0	0	0	0	0	0	0	0	0.166958	0	0.578039	0.01819	0	0.005031	0.51571	0	0	0	0	0	0	0.029079	0	0	0	0	0	0.33814	0	0.48987	0.041265	0.10503	0.010265	0.003198	2.372044	0	0	0	0	0.04622	0.054282	0	0	0.380895	0	0	0.07116	0.19032	0.56126	0	0.00848	0	0.621544	0	0	0.06502	0	0.10871	0	0.054409	0	0.056693	0	0	2.235565	0	0	0	0	0	0	0.159905	0	0	0	0	0	0	0	0	0	0	0.51403	0.059484	0.334789	0.673848	0	0	0	0	0	0	0	0.01489	0	0	0	0.019451	0	0.024638	2.928289	0.839769	0	0.2836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03077	0	0	0.459262	0	0.09624	0.261003	0	0.010397	0	0	0	0	0	0	0	0	0.10358	0	0	0	0.11086	0.979332	0.002677	0.0119	0	0	0	0.90581	0.965458	0	0	0	0.697564	0	0	0	0	0	0	0	0	0	0	0.063689	0	0.157721	0	0	0	0.003632	0	0	0	0.144216	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_SGB72747	2|1239|186801|186802|3082771|1918385|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241	0	0	0	0	0	0	0.10234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00878	0	0	0	0	0	0.111057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_SGB72747|t__SGB72747	2|1239|186801|186802|3082771|1918385||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241	0	0	0	0	0	0	0.10234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00878	0	0	0	0	0	0.111057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp_LFL_21	2|1239|186801|186802|3082771|1918385|2983399	0	0	0	0	0	0	0	0	0	0	0	0	0.101979	0	0.012348	0	0.71109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2054	0	0	0	0	0	0	0	0	0	0.135626	3.304708	0.250714	0.04293	0	0	0	0	0	0	0	0	0	0.367492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.492193	0	0.576932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
